index,Make,Model,Fit_age_a,Fit_age_b,Fit_age_R2,Body,Half life
231,BMW,M5,99306.416013246,0.12537939631278866,0.6893399142361277,sedan,5.528420301775683
108,BMW,330i,43176.76754713882,0.15222640889008354,0.8987482310486559,sedan,4.553414910421328
297,BMW,750Li,86679.86785854808,0.1943313374280388,0.8070508861196815,sedan,3.566846238871148
31,BMW,X3,47727.760191587586,0.1718360406646203,0.9023970627509732,SUV,4.033787075860589
204,BMW,Z4,61581.163495979774,0.13916247505152607,0.9374617745129245,coupe,4.980868583598816
269,BMW,X6,80540.643066617,0.17743358831167266,0.910065471554226,SUV,3.906532052896551
182,BMW,528i,35578.873350765316,0.13041524891688885,0.8748327548747316,sedan,5.31494595729163
144,BMW,328i xDrive,41129.622015356756,0.16261219531939486,0.7981547444723355,sedan,4.262595426121326
225,Buick,Regal,31308.550329210357,0.13942051151676274,0.6788975044699135,sedan,4.971650099825244
138,Buick,Enclave,40576.263409484614,0.13751079052977006,0.7362281551520338,SUV,5.040695332559654
163,Buick,LaCrosse,39580.323373724495,0.17170485687866385,0.7191131734657406,sedan,4.036868919146639
179,Cadillac,Escalade ESV,88257.91421542208,0.16990235221659208,0.8492605533704561,SUV,4.079696313541146
142,Cadillac,SRX,38302.04550711149,0.14111384071657748,0.7988001354530166,SUV,4.911991598273971
87,Cadillac,Escalade,80472.31302973276,0.1539151021074796,0.9379631729637498,SUV,4.503456714182409
64,Chevrolet,Silverado 2500,60816.941781864734,0.10501048684071056,0.6732907628385221,truck,6.6007693217481505
105,Chevrolet,Traverse,41476.16949369349,0.18177625726820784,0.8815844982134041,SUV,3.813204267800876
51,Chevrolet,Equinox,25254.644936193414,0.12738663726111524,0.6954105346556554,SUV,5.441308561895636
134,Chevrolet,Colorado,31988.786954614432,0.10369417621254202,0.7785983440439566,truck,6.684560554097562
35,Chevrolet,Malibu,21747.834868263653,0.1253019017530578,0.7416517418254907,sedan,5.531839423842462
21,Chevrolet,Tahoe,52510.23081509651,0.13436876766149122,0.7757741879136214,SUV,5.158564836630932
7,Chevrolet,Silverado 1500,39807.78120978069,0.10217616512364128,0.7593424361947049,truck,6.78387174896644
131,Chevrolet,Avalanche,44339.1772300121,0.115138347992596,0.6989138588397681,truck,6.020148908551071
247,Chevrolet,Blazer,36855.446156424136,0.11248283724444604,0.7485366911665073,SUV,6.1622734363790705
59,Chrysler,300,28776.59326992357,0.11972691397224015,0.7551270778705478,sedan,5.7894250925127295
123,Chrysler,Town & Country,28489.552383568174,0.13767598717107768,0.760558563134989,van,5.03464703063058
139,Chrysler,Pacifica,43544.02315634908,0.28653226555011113,0.7111755472605639,van,2.419099289461264
53,Dodge,Grand Caravan,21205.16451018129,0.11705101477924425,0.6751089494912205,van,5.921776938946376
49,Dodge,Journey,24332.02848636934,0.13693650538619842,0.7375399316682902,SUV,5.061835031098007
62,Ford,Ranger,42369.850674998685,0.12680267693185202,0.9096519318457984,truck,5.466367246903801
104,Ford,Taurus,22558.823259481607,0.12901834629224312,0.7493928659988838,sedan,5.372491741832795
161,Ford,Flex,35508.55021916676,0.13824471816313866,0.7451468635847378,SUV,5.013934776025464
12,Ford,Explorer,39612.33261168665,0.1451551741827666,0.8466657817801073,SUV,4.775234530236219
46,Ford,F350,62148.133554712185,0.10288857862537958,0.7619467602268285,truck,6.736899364931262
17,Ford,F250,53819.19282288458,0.09251748427104813,0.7550252973074103,truck,7.492097363664593
183,Ford,Transit Connect,32799.806519801765,0.16339202060717464,0.7790404586548375,van,4.242251227594913
70,Ford,Expedition,66979.7981887737,0.20519838370388813,0.9123224070627932,SUV,3.37795058366664
38,Ford,Edge,37789.42034658004,0.16129863735707325,0.7738115429926586,SUV,4.297308466813307
201,Ford,F450,62026.65018195077,0.08985119243367362,0.7429105344374918,truck,7.7144218259726465
0,Ford,F150,44246.053175361805,0.11578378182764733,0.7339811960075866,truck,5.986589736996195
48,GMC,Sierra 1500,49180.03008649402,0.11325423194372801,0.8058950953734143,truck,6.120301096955051
153,GMC,Sierra 2500,61685.74467256753,0.09309121534969697,0.7593549989462325,truck,7.4459227693631815
113,GMC,Yukon XL,55298.58023452186,0.13995669074625924,0.8667035661996961,SUV,4.952603525448294
82,GMC,Yukon,61290.162742206514,0.14193074533758235,0.8577777267117636,SUV,4.8837198617631605
130,GMC,Terrain,26245.686116379267,0.11973680182989735,0.7471359159732798,SUV,5.788947002148223
285,GMC,Canyon,36622.93591256313,0.1038287783828302,0.8587210579745816,truck,6.6758947836626366
63,GMC,Suburban,59425.576036891296,0.15232970305884228,0.8426813626992239,SUV,4.550327257791926
67,GMC,Acadia,34678.545389456514,0.12590692796973882,0.7790873209445051,SUV,5.505257027370215
3,Honda,Civic,23425.106385099723,0.11050949051677676,0.8512868849596092,sedan,6.272311968488996
61,Honda,Fit,19189.6079892552,0.09257171587643122,0.911302324434758,coupe,7.487708242604545
6,Honda,CR-V,31114.47428563457,0.11618397181486582,0.9244850071951468,SUV,5.96596922254048
29,Honda,Pilot,41373.43248540162,0.1414605340727607,0.9330336484218896,SUV,4.899953224009998
4,Honda,Accord,28256.320641147362,0.12135991656433695,0.8689969078357571,sedan,5.711523372979068
23,Honda,Odyssey,40210.899348592415,0.14576335034427473,0.9138716218022628,van,4.755310565810039
206,Honda,Ridgeline,39849.70743689877,0.10629646838866302,0.9370695978247624,truck,6.520912787671953
128,Hyundai,Tucson,21207.0306910738,0.1056931857421078,0.8550321433038254,SUV,6.5581332905537675
271,Hyundai,Genesis,49462.465056991525,0.19673263511232747,0.7093254505084919,sedan,3.523309691878196
198,Hyundai,Accent,14706.889948371077,0.10725905091188202,0.8216328400242383,sedan,6.4623916966173125
50,Hyundai,Sonata,22156.076916824964,0.1232563244315246,0.7946837523940091,sedan,5.6236465203461545
56,Hyundai,Elantra,16666.493025395866,0.10454913595250273,0.7817452990099669,sedan,6.629896973179214
227,INFINITI,FX35,46456.719914646914,0.13419637479461158,0.7367194633310244,SUV,5.16519169061661
222,INFINITI,QX56,59755.831092695626,0.14489688194751066,0.7457544378158487,SUV,4.7837468321167576
147,INFINITI,QX60,43549.464473912165,0.16878821547237294,0.7487186671962043,SUV,4.10662556067757
233,INFINITI,QX50,42042.36030248005,0.18256410948128668,0.859156683306749,SUV,3.7967484516503487
246,Jaguar,XF,57936.82776081452,0.1848365475817575,0.6999915112570478,sedan,3.7500700433360112
74,Jeep,Compass,25195.285338516078,0.1373837470373387,0.695842733659587,SUV,5.045356637503947
1,Jeep,Wrangler,44775.41985606469,0.08801345745390847,0.7756580331885942,SUV,7.875500179765053
5,Jeep,Grand Cherokee,46008.27556406919,0.14598817730230262,0.6916009015135387,SUV,4.7479872192983885
287,Kia,Rio,17496.396479046718,0.13926923887663978,0.8136294198234613,sedan,4.977050248791623
284,Kia,Sedona,38368.80473722628,0.1771541543700895,0.7600081995368853,van,3.9126940176178597
169,Kia,Sportage,24712.661707868247,0.12599425951926604,0.7597197981103441,SUV,5.501441118386898
100,Kia,Sorento,30505.9987769721,0.1461053830712771,0.7149305997829384,SUV,4.7441783829542326
184,Kia,Forte,22373.503716889434,0.16082255591119565,0.827097791795968,sedan,4.310029747212508
81,Land Rover,Range Rover Sport,94519.98341392363,0.1871957163307047,0.9191917751385992,SUV,3.7028090897948953
91,Land Rover,Range Rover,114091.76513582547,0.18290045459003887,0.9195804469907599,SUV,3.789766414488455
254,Land Rover,Discovery Sport,47328.59395456003,0.14880605691252527,0.6740838614972386,SUV,4.658076521760563
199,Land Rover,Range Rover Evoque,48103.008592031845,0.13801601344971104,0.8310131649535246,SUV,5.022243308401047
75,Lexus,ES 350,43870.077747069554,0.1437508880419518,0.9094567992055838,sedan,4.821883255411357
37,Lexus,RX 350,63995.62117402072,0.1767454849331657,0.9093735343979512,SUV,3.921740916109438
151,Lexus,GS 350,52233.06851427712,0.14603984802575798,0.9146445761935346,sedan,4.746307322079279
173,Lexus,LS 460,64984.124208619374,0.13822122776717755,0.8168119206001613,sedan,5.0147868832966465
117,Lexus,IS 250,37612.896993941125,0.11603115927952135,0.8420788085366825,sedan,5.973826378224733
215,Lexus,GX 460,53250.598378363626,0.11483098471429315,0.8497656579210316,SUV,6.0362627885200295
236,Lincoln,Navigator,92673.99583347527,0.21543430637214803,0.8523267441777923,SUV,3.217454135659485
228,Lincoln,MKX,62030.58697919887,0.20755639982237165,0.807183407376356,SUV,3.3395742101578323
216,Lincoln,MKZ,39150.827119300986,0.1693695977826567,0.7329318671480072,sedan,4.092529055240975
162,MAZDA,MAZDA6,32440.259443327173,0.16086759951413818,0.8639094531394795,sedan,4.308822920796311
196,MAZDA,CX-9,39732.28267200658,0.16439133181484025,0.8253152128789879,SUV,4.216463193939686
190,MAZDA,MX-5 Miata,27523.408083456452,0.07137379190236562,0.8204807026771399,coupe,9.71154791590982
68,MAZDA,MAZDA3,24536.39346305076,0.13532924775487834,0.8029550699897048,sedan,5.121952656202608
171,MINI,Cooper Countryman,40389.59713443702,0.17056919131137865,0.7650587945169715,sedan,4.063746768515986
211,MINI,Cooper Clubman,38936.54964779247,0.1909535631535217,0.9096913044008266,sedan,3.629940120272726
57,MINI,Cooper,28021.409177741425,0.1277650637130074,0.8370070608227455,coupe,5.425191987983428
234,Maserati,GranTurismo,179962.66464952438,0.1996172279618409,0.8220908479406632,coupe,3.4723956798583715
124,Mercedes-Benz,GL 450,68397.52365499524,0.1693940316422015,0.8414222997698824,SUV,4.091938737629727
260,Mercedes-Benz,CLS 550,96626.00482824707,0.21091832791648185,0.7734861951782703,sedan,3.2863431397695764
126,Mercedes-Benz,GLS 450,85188.25694219889,0.21986846349548292,0.7369994488932499,SUV,3.1525667163915045
103,Mercedes-Benz,GLE 350,62917.88343808652,0.22101869461071347,0.9242456542444796,SUV,3.136160048455923
77,Mercedes-Benz,GLC 300,51443.09159951544,0.20580024716945786,0.7297271601565127,SUV,3.3680717566352283
43,Mercedes-Benz,E 350,60532.88719069375,0.19028259445308,0.9520784763494669,sedan,3.6427399047836575
76,Mercedes-Benz,S 550,102675.83530347608,0.1839672688518348,0.8725461737151258,sedan,3.767789804817157
22,Mercedes-Benz,C 300,47726.37929079188,0.18167079036271985,0.9021504618916026,sedan,3.815417980051016
202,Mercedes-Benz,SL 550,120826.14053270266,0.17853974504039913,0.9233512566754559,coupe,3.882328832961856
101,Mercedes-Benz,CLA 250,40842.91953404378,0.1770972115366192,0.8886278963552057,sedan,3.9139520830720382
99,Mercedes-Benz,GLA 250,41885.792775327885,0.16835428153102985,0.8739860903378253,SUV,4.117210407103569
275,Mercedes-Benz,C 63 AMG,89186.9121663752,0.14692820183184913,0.9072355175219518,sedan,4.717610311417752
95,Mercedes-Benz,ML 350,45631.24164461336,0.14088300002914306,0.8043141614261891,SUV,4.920040032201295
207,Mitsubishi,Outlander Sport,20274.402331624737,0.11624525311012485,0.6860523522939754,SUV,5.962824127909506
177,Nissan,Xterra,56791.147344671335,0.17992750007287314,0.7730167337789204,SUV,3.852384986837836
24,Nissan,Sentra,19516.77813741859,0.13293670506829725,0.7938503690502791,sedan,5.214135551531001
210,Nissan,Leaf,51790.679938631154,0.3263656528490475,0.869084183677364,coupe,2.1238448162331585
106,Nissan,Versa,14790.923272471146,0.11902739406234908,0.7547752517884495,sedan,5.823449345088688
85,Nissan,Pathfinder,29123.447632155938,0.11998656423870704,0.7893023387495149,SUV,5.776896808387762
209,Nissan,370Z,37028.67974386316,0.09220780235017847,0.7215385268805379,coupe,7.517259736520098
30,Nissan,Rogue,23858.459961837787,0.12621131384633494,0.7835710666382854,SUV,5.491979909534303
73,Nissan,Frontier,26188.768885654947,0.08169350066341521,0.8177451318775913,truck,8.484763100749499
14,Nissan,Altima,22275.67786080897,0.1307628603124107,0.7709523797118579,sedan,5.3008170542000075
268,Nissan,Quest,27309.64029864225,0.13757997940682726,0.7644855987137535,van,5.038160370342396
125,Nissan,Titan,42456.62323717513,0.12745784745369534,0.7120815894207754,truck,5.438268524437597
90,Nissan,Maxima,33978.41100291976,0.15423044257787036,0.8528219462191701,sedan,4.494248920086132
155,Nissan,Armada,45396.797535379024,0.14792259119047554,0.8629142093527249,SUV,4.685896822260579
58,Nissan,Murano,34423.495406895236,0.14244896424041742,0.8314278546652905,SUV,4.865953246456325
97,Porsche,Cayenne,106121.1784253239,0.1972952061376048,0.8687549518842779,SUV,3.5132632645750053
115,Porsche,Panamera,183758.01001222976,0.25181499829093423,0.7524739374153262,sedan,2.752616026465468
156,Subaru,Impreza,22493.30168981769,0.10182773340913426,0.7440365898239747,sedan,6.8070846398494265
83,Subaru,Outback,35812.973072449284,0.13522282547252748,0.8940626562803466,sedan,5.125983705619461
80,Subaru,Forester,31644.223544488414,0.1268954642227269,0.8675421834357593,SUV,5.462370181989981
194,Subaru,Legacy,25045.24957725873,0.1149291552737997,0.8445949074093948,sedan,6.031106713946387
32,Toyota,Prius,29951.271963173403,0.1255896304462774,0.8662986115179461,sedan,5.519165854194498
34,Toyota,4Runner,43151.00023855824,0.09860802232040576,0.9151302737925427,SUV,7.029346940432055
8,Toyota,Corolla,19780.084602562718,0.10221600332437626,0.8814456404306512,sedan,6.78122776724434
26,Toyota,Tundra,47338.86299116166,0.10338053956584266,0.8709505882793972,truck,6.704840223420731
121,Toyota,Avalon,40326.28454701922,0.1458098862620637,0.9343775483787892,sedan,4.753792885855514
193,Toyota,Yaris,17947.999982633675,0.10773629435886926,0.9161590572311888,sedan,6.433765001152903
10,Toyota,Highlander,45145.76905737561,0.13628990014827805,0.9132610271652551,SUV,5.0858500831380775
203,Toyota,FJ Cruiser,57666.8560897242,0.11084842447740392,0.6849579054723383,SUV,6.253133531377312
2,Toyota,Camry,25050.294063542653,0.11125193998327867,0.8382833198117323,sedan,6.230453150787136
28,Toyota,Sienna,35614.527996214216,0.12582744698935985,0.8859195257119985,van,5.508734513691706
15,Toyota,Tacoma,35795.743847725316,0.07583636536672886,0.8278196793321322,truck,9.140074114154483
11,Toyota,RAV4,29735.49062795004,0.10768220639900987,0.8572186810670196,SUV,6.436996632773059
119,Toyota,Sequoia,59638.53139035631,0.13283579507149731,0.8694225873329837,SUV,5.218096520045068
273,Volkswagen,e-Golf,44654.61576880112,0.249014252133252,0.9283331380877936,sedan,2.783575614897268
279,Volkswagen,CC,34257.64738988474,0.16580308669931493,0.7495645759394071,sedan,4.180561494955956
223,Volkswagen,Touareg,48575.56768627661,0.16298260111881166,0.6792528677787,SUV,4.252907949939424
288,Volkswagen,Golf R,46455.668930875145,0.12283932048443374,0.9527703305117059,coupe,5.6427371729709
92,Volkswagen,Golf,26962.49189756038,0.13115336676940742,0.7706394559322778,sedan,5.2850339802461175
20,Volkswagen,Jetta,22883.802116376566,0.13144934941804032,0.8068482215718499,sedan,5.273133743672002
98,Volkswagen,GTI,32253.79228913482,0.13397199185616418,0.8916112228131774,sedan,5.173842609910465
33,Volkswagen,Tiguan,27808.06676402356,0.13812792241437385,0.8415965987622506,SUV,5.018174369702019
110,Volkswagen,Beetle,22799.653476546802,0.1041724855307186,0.7536814796983102,coupe,6.653868307631026
39,Volkswagen,Passat,23581.240992181847,0.12203131354620494,0.7743042632035839,sedan,5.680099474939697
195,Volvo,XC60,52543.22897309479,0.1835753368234627,0.8330432658563567,SUV,3.775834009045429
149,Volvo,XC90,61324.75649896205,0.1809103068674398,0.9129091813770108,SUV,3.8314566593925385
185,Volvo,S60,44250.208368151136,0.17672035711506826,0.8708486119923221,sedan,3.922298547352233
253,smart,fortwo,24880.06907062732,0.1698636449820977,0.8110086912278371,coupe,4.080625963684299
